Date,AAPL,GLD,JPM,MSFT,TLT,XOM
2007-01-04,0.021953437296494568,-0.010167073004529946,0.0024929695943106274,-0.0016755668638454594,0.0060449908093049365,-0.01893423712801989
2007-01-05,-0.0071472654085111146,-0.02429939556012064,-0.00833484694078723,-0.005719288688740539,-0.004362199730242573,0.007125257188380969
2007-01-08,0.004926240944449338,0.005138865501529681,0.0033423566973081412,0.009736570927600146,0.0017920615767982367,-0.008088165533192904
2007-01-09,0.0797993010234829,0.006099070055031333,-0.004179887495526315,0.0010016470181412958,0.0,-0.007738539612892782
2007-01-10,0.046746303808956974,-0.004281928882199839,0.007303377261907509,-0.010063990603735695,-0.0044858128246440315,-0.015375987195423135
2007-01-11,-0.012448071397653868,0.0006599722253165242,0.004356088858712714,0.03446373678740735,-0.005862219956234421,-0.0001415388897324135
2007-01-12,-0.012393933200221306,0.02508270112828025,-0.0066453476358848285,0.016475989296142156,-0.0046461286116703275,0.023393652287706478
2007-01-16,0.025872267388828224,-0.003222122156554715,0.008299997922099176,-0.0016032896368687022,0.002156304204945202,-0.014277272074658287
2007-01-17,-0.022391086077820147,0.010753625266441386,0.0008268392291723253,-0.001927554203984817,-0.0030655463877831174,0.011520635642790803
2007-01-18,-0.06392791012952802,-0.006084903884278258,-0.005798707120878725,-0.003220523286667779,0.003065546387783056,-0.006924063635713855
2007-01-19,-0.006419745284889671,0.011815588337062208,0.012589345868174638,0.0035421268186302036,-0.0027243216377919096,0.021582791738880183
2007-01-22,-0.019511378692947973,-0.004454330886639369,0.018289576950785525,-0.012615356324815172,0.002384101460412228,-0.008604286675635231
2007-01-23,-0.012638726560449448,0.023790048029069068,0.003416827749376321,0.0006505315832965788,-0.006597610856512969,0.02157596110478476
2007-01-24,0.011601575359976593,0.0015556703524108786,0.010580983049177402,0.011321427790893722,-0.00011471945591753708,0.005489137751587138
2007-01-25,-0.0052038843656648515,-0.0042060078166053835,-0.002983657414539829,-0.020800132619681035,-0.007217190082316681,-0.01859667212779049
2007-01-26,-0.010138074881407786,0.0017156771582206524,-0.0102090701761433,0.0049142276190952275,-0.0008040539443324449,0.0012232581476070011
2007-01-29,0.0065372575436115025,-0.006252915722453849,-0.004638167040854779,-0.0022906474378103624,-0.002189476836816886,-0.0055851096913657255
2007-01-30,-0.004548471536011859,0.007031840163978631,0.014249926176951545,-0.0016389418345838008,0.0011529537730279034,0.016125926840445882
2007-01-31,0.002101993748965531,0.009453779761331271,0.014835226932122357,0.012390657725001607,0.008372929144597327,-0.0039058383753058155
2007-02-01,-0.011614812185351658,0.005997701647027386,0.005482812301873902,-0.009769304475391368,-0.0012047946157792808,0.013138655137331874
2007-02-02,0.00011841626081599471,-0.014517667198963751,-0.005482812301873918,-0.01218103445215599,0.0012623485527813955,0.006107710259394896
2007-02-05,-0.009604267865891072,0.0004665803047738857,0.0005888798094629866,-0.019398788534397148,0.001374944675866701,0.0017197964816350875
2007-02-06,0.002498677724535465,0.007436182408872659,0.0007849153835537128,-0.0033826752983011354,0.005482397695402067,-0.0027790131677831805
2007-02-07,0.023489615571946447,-0.00247262781476593,0.0041090171088572535,-0.004755637070604698,0.002956399566359897,-0.004669041222373417
2007-02-08,0.00034746099262161794,0.01367673153177363,-0.005482812301873918,-0.0037523716301900937,0.000794739695186105,0.008918816944198289
2007-02-09,-0.034349502532500464,0.009115926182613185,-0.01006425940494476,-0.009615481767800223,-0.005689038213949668,-0.0031857574510771396
2007-02-12,0.019149984420995043,-0.006829142171961048,0.000396737949853127,-0.0013812322847187631,-0.002285855058341913,-0.008276633397302075
2007-02-13,-0.002122972315658197,0.0025853284272528386,0.010060045942133165,0.0058775285990893735,-0.002175574044511109,0.011329897266321737
2007-02-14,0.0070592410927095076,0.008017687793249467,0.009182788956729788,0.0133539102576826,0.009469473974732398,0.0019857539581093417
2007-02-15,-0.0010559286746118523,0.0006025141558484927,-0.004092501141897585,0.0020389492640071993,0.0029475015572626977,-0.003445110167076397
2007-02-16,-0.004469597489261998,-0.0007532281767395391,0.000781024945681699,-0.02474399698389299,0.0035032873640042164,-0.0006633157763339908
2007-02-20,0.012534359974991988,-0.01594934798707457,0.0073872970135781596,0.003127050498966558,0.0022543106766286414,-0.00559436676452871
2007-02-21,0.03769739063897562,0.030757753667661307,0.0003875011748546953,0.01787560010940622,-0.001689879665028886,-0.0012028686485314496
2007-02-22,0.00346935760721162,-0.002973934507727785,-0.0001943272407777729,0.0013620765765704594,-0.0054266279808191775,0.004003627406310587
2007-02-23,-0.004927968552709822,0.008452629597989566,-0.011882923432351838,-0.016813082029478607,0.007116507645847896,0.0018630161230307923
2007-02-26,-0.006306628608413097,0.005595615458346798,-0.004319954328887395,0.005865179053402699,0.006618802864561027,0.0023903409081445807
2007-02-27,-0.05313267088540457,-0.040301982788906086,-0.03179333395365628,-0.042155478557910325,0.012556915127094951,-0.0485055332701782
